ZAAKNAAM;ACTIVENQ;XCOORD;YCOORD;WERKOPP;MAARTJE;score;scorem2;
VANROSELEN Fine Chocolates;47242;121014;486249;28;Chocolate store;-4,3;0,5;
M. van Vliet t.h.o.d.n. Urban Cacao;47242;120807;486898;28;Chocolate store;-4,3;0,5;
Red Light Ice;47242;121747;487414;30;Chocolate store;-4,3;0,5;
Jordino B.V.;47242;121037;488344;40;Chocolate store;-4,3;0,5;
SnoepZ;47242;121155;485252;42;Chocolate store;-4,3;0,5;
Leonidas Nieuwendijk;47242;121598;487775;44;Chocolate store;-4,3;1,0;
Patisserie Anesta;47242;120569;487856;45;Chocolate store;-4,3;1,0;
Leonidas;47242;121486;487260;46;Chocolate store;-4,3;1,0;
Chocolaterie Stam;47242;115279;485832;46;Chocolate store;-4,3;1,0;
Ganache;47242;121655;487491;48;Chocolate store;-4,3;1,0;
Lekkrr;47242;121985;486677;48;Chocolate store;-4,3;1,0;
Cafeina;47242;121205;487087;48;Chocolate store;-4,3;1,0;
Pepper Mango;47242;120571;487410;50;Chocolate store;-4,3;1,0;
Candy Boy;47242;123676;486164;57;Chocolate store;-4,3;1,0;
De Neijs Rokin B.V.;47242;121297;487070;58;Chocolate store;-4,3;1,0;
Chocolaterie Pompadour;47242;120854;486896;60;Chocolate store;-4,3;1,0;
Cream & Candy;47242;121222;486651;60;Chocolate store;-4,3;1,0;
Papabubble;47242;120969;488429;60;Chocolate store;-4,3;1,0;
M.C. Antonisse thodn Jamin Gelderlandplein;47242;120172;482670;65;Chocolate store;-4,3;1,0;
Chocolaterie en Noten 'Pitto';47242;126946;478711;68;Chocolate store;-4,3;1,0;
Arti Choc;47242;119300;485146;70;Chocolate store;-4,3;2,0;
Candela;47242;119824;487046;74;Chocolate store;-4,3;2,0;
Puccini Bomboni B.V.;47242;121709;486820;75;Chocolate store;-4,3;2,0;
Leonidas;47242;121819;487949;77;Chocolate store;-4,3;2,0;
Claudio & Ursula / Jamin Buikslotermeerplein;47242;124385;490157;88;Chocolate store;-4,3;2,0;
Chocolate and Nuts B.V.;47299;120704;487295;89;Chocolate store;-4,3;2,0;
KAY'S CANDIES;47242;126688;481750;97;Chocolate store;-4,3;2,0;
Jamin Amsterdam B.V.;47242;121280;487175;98;Chocolate store;-4,3;2,0;
Van Velze's Chocolaterie & Patisserie;47242;122349;485428;100;Chocolate store;-4,3;2,0;
Patisserie Linnick;47242;118815;485191;100;Chocolate store;-4,3;2,0;
Choco;47242;121842;487479;102;Chocolate store;-4,3;2,0;
Vindict B.V.;47242;124435;486726;105;Chocolate store;-4,3;2,0;
Huize van Wely, sinds 1922;47242;120205;482655;121;Chocolate store;-4,3;2,0;
De Snoepboom;47242;121385;488099;149;Chocolate store;-4,3;2,0;
Chhiwat Bladi;47242;114988;485039;167;Chocolate store;-4,3;2,0;
Starbucks Overtoom 72-74;47299;120165;486254;0;Coffee/tea store;1,3;0,5;
Starbucks Damrak 80-81;47299;121432;487489;0;Coffee/tea store;1,3;0,5;
More Coffee B.V.;47299;119612;489699;0;Coffee/tea store;1,3;0,5;
Scream. Beans Coffeebar Haarlemmerstraat B.V.;47299;120346;485817;0;Coffee/tea store;1,3;0,5;
Coffee Roastery B.V.;47299;119963;487175;0;Coffee/tea store;1,3;0,5;
Coffee Heroes B.V.;47299;119257;486085;0;Coffee/tea store;1,3;0,5;
Coffee Plaza SLD B.V.;47299;117588;489099;0;Coffee/tea store;1,3;0,5;
TEAS B.V.;47299;124473;480519;0;Coffee/tea store;1,3;0,5;
Coffee Shots B.V.;47299;125344;490084;0;Coffee/tea store;1,3;0,5;
D&D Coffee Roasters;47299;121834;485420;0;Coffee/tea store;1,3;0,5;
The Coffee Company B.V.;5630;121157;485494;0;Coffee/tea store;1,3;0,5;
JACOBS DOUWE EGBERTS Coffeecompany B.V.;5630;120730;487071;0;Coffee/tea store;1,3;0,5;
Kroon Coffee B.V.;5630;123690;485247;0;Coffee/tea store;1,3;0,5;
JACOBS DOUWE EGBERTS Coffeecompany B.V.;5630;122781;484483;0;Coffee/tea store;1,3;0,5;
JACOBS DOUWE EGBERTS Coffeecompany B.V.;5630;121281;488855;0;Coffee/tea store;1,3;0,5;
JACOBS DOUWE EGBERTS Coffeecompany B.V.;5630;122353;487661;0;Coffee/tea store;1,3;0,5;
Coffeebar Super Skunk;5630;120802;486381;0;Coffee/tea store;1,3;0,5;
Screaming Beans Coffeebar B.V.;5630;120879;487284;0;Coffee/tea store;1,3;0,5;
Café-Koffiehuis Vak-West;5630;118729;486928;0;Coffee/tea store;1,3;0,5;
Café-Koffiehuis De Cuyp;5630;121217;485353;0;Coffee/tea store;1,3;0,5;
Di Shue Fang Tea Corner;5630;121841;487476;0;Coffee/tea store;1,3;0,5;
Mondaine pastry, icecream & tearoom;5630;120157;486208;0;Coffee/tea store;1,3;0,5;
Charisteas B.V.;5630;118629;484271;0;Coffee/tea store;1,3;0,5;
Koffie.Amsterdam;5630;118778;488645;20;Coffee/tea store;1,3;0,5;
Caffé e Te V.O.F.;47291;121336;486933;32;Coffee/tea store;1,3;0,5;
V.O.F. Caffè il Momento;47299;121076;487541;33;Coffee/tea store;1,3;0,5;
Koffiehuis 'Barraka';5630;121320;487488;34;Coffee/tea store;1,3;0,5;
Kaldi Ceintuurbaan B.V.;47299;120896;485088;36;Coffee/tea store;1,3;0,5;
M. El Assmi/Kaldi koffie&thee A'dam Herengr.;47299;120902;487047;39;Coffee/tea store;1,3;0,5;
JACOBS DOUWE EGBERTS Coffeecompany B.V.;5630;121874;485336;39;Coffee/tea store;1,3;0,5;
Formocha;47299;120538;486871;40;Coffee/tea store;1,3;0,5;
Koffiehuis 'Nogal Wiedes';5630;123858;487025;40;Coffee/tea store;1,3;0,5;
Kiekjes & Koffie;47299;120634;487678;41;Coffee/tea store;1,3;0,5;
Kaffa Koffie & Thee Specialiteiten;47299;123873;487037;46;Coffee/tea store;1,3;1,0;
ICECOFFEE 26;5630;120467;489163;46;Coffee/tea store;1,3;1,0;
Café-Koffiehuis 'De Zwijger';5630;119272;487575;47;Coffee/tea store;1,3;1,0;
Crema Espresso B.V.;47299;122044;484968;49;Coffee/tea store;1,3;1,0;
Koffiehuis 't Ballonnetje;47299;122528;486281;49;Coffee/tea store;1,3;1,0;
Koffiehuis 't Keldertje;5630;122683;487027;49;Coffee/tea store;1,3;1,0;
Simon Levelt Koffie en Thee Speciaalzaak;47299;120646;487487;50;Coffee/tea store;1,3;1,0;
V.O.F. Jun H.O. Coff. Company Jun Javapln 14A;47299;124492;486352;50;Coffee/tea store;1,3;1,0;
Café-Koffiehuis 'De Toverbal';5630;124239;486215;51;Coffee/tea store;1,3;1,0;
Koffiehuis Güzel Ankara;5630;124314;486167;52;Coffee/tea store;1,3;1,0;
Koffiehuis 'To Day';5630;121053;485095;53;Coffee/tea store;1,3;1,0;
Tea's Delight;47292;119978;486759;56;Coffee/tea store;1,3;1,0;
Simon Lévelt Jodenbreestraat;47299;121933;486922;56;Coffee/tea store;1,3;1,0;
Starbucks Singel 480-482;47299;121115;486685;56;Coffee/tea store;1,3;1,0;
Coffee & Paste;47299;118798;485145;56;Coffee/tea store;1,3;1,0;
The Coffee Gallery Caffetteria Italiana;5630;121961;486903;56;Coffee/tea store;1,3;1,0;
The Coffee Company B.V.;5630;121207;484399;56;Coffee/tea store;1,3;1,0;
Brazuca Coffee Ferdinand Bol B.V.;5630;121211;485123;56;Coffee/tea store;1,3;1,0;
Tea Bar;47299;120954;488421;58;Coffee/tea store;1,3;1,0;
Koffiehuis Ahlan;5630;119017;487106;60;Coffee/tea store;1,3;1,0;
Café-Koffiehuis 'Aquarius' Amsterdam-Zuidoost;5630;127352;480985;61;Coffee/tea store;1,3;1,0;
Mocca;47299;120637;488657;62;Coffee/tea store;1,3;1,0;
Tea in the City B.V.;47299;120285;484712;64;Coffee/tea store;1,3;1,0;
Koffiehuis de Valk V.O.F.;5630;122418;487067;64;Coffee/tea store;1,3;1,0;
Simon Lévelt;47299;121205;485037;66;Coffee/tea store;1,3;1,0;
theehuis 'de Akermolen';5630;113708;484405;68;Coffee/tea store;1,3;1,0;
white label coffee;47299;118524;487084;69;Coffee/tea store;1,3;1,0;
JACOBS DOUWE EGBERTS Coffeecompany B.V.;5630;120989;488410;69;Coffee/tea store;1,3;1,0;
JACOBS DOUWE EGBERTS Coffeecompany B.V.;5630;121680;486604;70;Coffee/tea store;1,3;1,0;
Coffee Bru;5630;123016;485567;70;Coffee/tea store;1,3;1,0;
Koffiehuis 'Koroglu';5630;119267;486030;70;Coffee/tea store;1,3;1,0;
Koffiebar Osdorp;5630;115749;485286;70;Coffee/tea store;1,3;1,0;
Davids Coffee & Nuts;47299;123540;485839;71;Coffee/tea store;1,3;1,0;
The Coffeebrand;47299;118409;485008;75;Coffee/tea store;1,3;2,0;
Coffeecompany;5630;120215;484509;75;Coffee/tea store;1,3;2,0;
Koffiehuis 'De Hoek';5630;120683;487281;75;Coffee/tea store;1,3;2,0;
Simon Lévelt winkel CS;47299;121819;487949;77;Coffee/tea store;1,3;2,0;
de koffie salon;5630;120087;486274;77;Coffee/tea store;1,3;2,0;
Bas Eckmann thodn Kaldi Amsterdam Utr.straat;47299;121762;486088;79;Coffee/tea store;1,3;2,0;
Brandmeester's;47299;120289;485879;80;Coffee/tea store;1,3;2,0;
Theehuis Remana;5630;118808;486583;80;Coffee/tea store;1,3;2,0;
Simon Levelt Koffie en Thee Speciaalzaak;47299;123774;485540;82;Coffee/tea store;1,3;2,0;
CoffeeRoom Kinkerstraat B.V.;5630;119851;486701;83;Coffee/tea store;1,3;2,0;
TEAS B.V.;5630;118685;487092;83;Coffee/tea store;1,3;2,0;
Coffee Company Plantage Muidergracht B.V.;5630;122541;486532;84;Coffee/tea store;1,3;2,0;
Daniele Palma Coffee Art;47299;121069;485613;85;Coffee/tea store;1,3;2,0;
Café Koffiehuis Blokker;5630;122729;489329;87;Coffee/tea store;1,3;2,0;
Koffiehuis 'De Markt';5630;121299;485376;87;Coffee/tea store;1,3;2,0;
Roost Coffee;47299;122710;485683;91;Coffee/tea store;1,3;2,0;
Koffiehuis/Café Marktzicht;5630;119568;486644;91;Coffee/tea store;1,3;2,0;
Volkskoffiehuis;5630;120360;489413;93;Coffee/tea store;1,3;2,0;
Brazuca Coffee Rijnstraat B.V.;47299;122097;484562;98;Coffee/tea store;1,3;2,0;
Simon Lévelt Koffie en Thee Speciaalzaak;47299;119731;486614;100;Coffee/tea store;1,3;2,0;
Café-Koffiehuis 'Mazzeltof';5630;121154;485473;105;Coffee/tea store;1,3;2,0;
Koffiehuis 'Elwafa';5630;117121;487599;108;Coffee/tea store;1,3;2,0;
Nespresso Nederland B.V.;47299;120352;485888;111;Coffee/tea store;1,3;2,0;
Coffeebar IBIZA;5630;121950;485616;112;Coffee/tea store;1,3;2,0;
Nespresso Nederland B.V.;47299;121203;486760;124;Coffee/tea store;1,3;2,0;
Coffee Company Gelderlandplein 145 B.V.;47299;120242;482678;130;Coffee/tea store;1,3;2,0;
JACOBS DOUWE EGBERTS Coffeecompany B.V.;5630;121055;486861;130;Coffee/tea store;1,3;2,0;
V.O.F. Jun / Coffee Company Jun Middenweg 32;5630;123809;485256;135;Coffee/tea store;1,3;2,0;
JACOBS DOUWE EGBERTS Coffeecompany B.V.;5630;122015;485078;146;Coffee/tea store;1,3;2,0;
The Coffee Company B.V.;5630;119286;486472;152;Coffee/tea store;1,3;2,0;
Nespresso Nederland B.V.;47299;120294;482736;178;Coffee/tea store;1,3;2,0;
Coffee Company Waterlooplein 129 B.V.;47299;121964;486858;205;Coffee/tea store;1,3;2,0;
Starbucks Coffee Netherlands B.V.;47299;120695;486409;236;Coffee/tea store;1,3;2,0;
Starbucks Coffee Netherlands B.V.;47299;120248;484727;261;Coffee/tea store;1,3;2,0;
Marcel Koch;47291;113090;485098;0;Delicacies;0,2;0,5;
Ric en Lisette t.h.o.d.n. Kaas en Zo;47291;120354;482707;0;Delicacies;0,2;0,5;
Tabak's notenbar;47292;120102;486241;0;Delicacies;0,2;0,5;
Japans-Koreaans Delicatessen Shilla;47293;120161;482655;0;Delicacies;0,2;0,5;
Jenny's delicatesse;47299;113626;484819;0;Delicacies;0,2;0,5;
De Pindakaaswinkel B.V.;47299;123921;487132;0;Delicacies;0,2;0,5;
De Tokoman Traiteur B.V.;56101;121695;487149;0;Delicacies;0,2;0,5;
Holland Cheese Shop;47291;120741;487507;8;Delicacies;0,2;0,5;
De Kaaskamer van Amsterdam;47291;120719;486891;20;Delicacies;0,2;0,5;
Kaasmakerij Aandemolensloot;47299;114539;484006;24;Delicacies;0,2;0,5;
Fa. H. Wegewijs;47291;120568;487443;25;Delicacies;0,2;0,5;
Amsterdam Cheese Company;47291;120940;486876;27;Delicacies;0,2;0,5;
Kaasdomijn;47291;119185;485864;27;Delicacies;0,2;0,5;
Ron's Delicatessen S.G. Vloothuis-Dilrosun;4711;120587;487839;30;Delicacies;0,2;0,5;
V.O.F. De Kaasspecialist Rupp;4711;118409;484912;31;Delicacies;0,2;0,5;
De Notenshop Daamen;4711;121965;485151;32;Delicacies;0,2;0,5;
Cheese & More, by Henri Willig;47291;121173;487420;32;Delicacies;0,2;0,5;
Pane E Olio Toscaanse Delicatessen;47299;121058;487543;32;Delicacies;0,2;0,5;
San Francisco Sandwich Company & Delicatessen;47299;121864;487204;33;Delicacies;0,2;0,5;
Griekse Traiterie Romios;4711;121423;485131;34;Delicacies;0,2;0,5;
Ciao Bella Italiaanse Traiteur;47293;121718;486154;34;Delicacies;0,2;0,5;
Tabak's notenbar;47299;118775;486380;34;Delicacies;0,2;0,5;
Ruhe Delicatessen;4711;121013;488365;35;Delicacies;0,2;0,5;
Willemsparkje;47291;119661;485376;35;Delicacies;0,2;0,5;
Henri Willig;47291;121121;486681;35;Delicacies;0,2;0,5;
De Tokoman Traiteur B.V.;47293;121976;486671;35;Delicacies;0,2;0,5;
De Kaaswaag;47291;120681;485058;36;Delicacies;0,2;0,5;
KuipersKaas;47291;119356;486202;36;Delicacies;0,2;0,5;
Cheese & More, by Henri Willig;47291;121570;487729;36;Delicacies;0,2;0,5;
Hollandse Delicatesse;47299;120658;487568;36;Delicacies;0,2;0,5;
Kaasland Haarlemmerdijk B.V.;47291;121068;488313;37;Delicacies;0,2;0,5;
Hazel Noten & Zuidvruchten;4711;119332;486489;39;Delicacies;0,2;0,5;
Arbanasi;47291;118801;487160;40;Delicacies;0,2;0,5;
Kaassie-Kaassie;47291;121630;485492;41;Delicacies;0,2;1,0;
Caulils;47291;121167;488221;41;Delicacies;0,2;1,0;
Reypenaer Proeflokaal;47291;121073;487536;43;Delicacies;0,2;1,0;
Cheese & More by Henri Willig;47291;121859;488052;43;Delicacies;0,2;1,0;
Amsterdam Cheese Company;47291;121420;487565;43;Delicacies;0,2;1,0;
Naturel Noten & Turkse Koffie;47299;117114;488130;43;Delicacies;0,2;1,0;
Kaashuis Tromp Utrechtsestraat B.V.;47291;121723;486182;44;Delicacies;0,2;1,0;
Joop de Kaasknaller;47291;124232;486258;45;Delicacies;0,2;1,0;
Boer Geert;47291;123716;486065;46;Delicacies;0,2;1,0;
Abraham Kef, de Franse Kaasmakers;47291;120175;487205;47;Delicacies;0,2;1,0;
de Kaaskelder;47291;121216;486654;48;Delicacies;0,2;1,0;
P. de Koning/Kaashuis De Tromp Wink. Maasstr.;47291;121452;484407;49;Delicacies;0,2;1,0;
W.F. Arxhoek Kaashandel B.V.;47291;121298;487079;50;Delicacies;0,2;1,0;
Erik's Delicatessen;47299;123018;485563;50;Delicacies;0,2;1,0;
Aladdin's Noten Hoek;47299;118511;487080;50;Delicacies;0,2;1,0;
Casa Deli B.V.;47291;116773;485388;52;Delicacies;0,2;1,0;
De Osdorper;47291;120011;487515;54;Delicacies;0,2;1,0;
De Kaasspecialist Rijnstraat;47291;122157;484294;54;Delicacies;0,2;1,0;
Griekse Traiterie Ela!;47299;119213;487611;54;Delicacies;0,2;1,0;
Delicatesse 'Het Plein';4711;120904;489120;56;Delicacies;0,2;1,0;
Gewoon Kaas!;47291;123840;485263;56;Delicacies;0,2;1,0;
Amsterdam Chees Deli;47291;121804;487537;57;Delicacies;0,2;1,0;
Alexanderhoeve Molenwijk;47291;121367;492278;57;Delicacies;0,2;1,0;
Oil & Vinegar Amsterdam-Beethovenstraat;47299;120222;484572;57;Delicacies;0,2;1,0;
K. Grootveld;47291;123628;486405;58;Delicacies;0,2;1,0;
Notenbar C'est Bon Specialite's B.V.;47299;123907;485222;58;Delicacies;0,2;1,0;
Het Warme Notengilde Osdorpplein;47299;115292;485836;59;Delicacies;0,2;1,0;
De Kaashut;47291;118681;486380;63;Delicacies;0,2;1,0;
Kaasland 'De Roompot';47291;121427;488057;64;Delicacies;0,2;1,0;
HED Kaas B.V.;47291;120553;486987;65;Delicacies;0,2;1,0;
Japans en Aziatisch Delicatessenhuis Zen;47293;121036;485578;65;Delicacies;0,2;1,0;
Lezzet Traiteur;4711;118481;484909;66;Delicacies;0,2;1,0;
A Loja Portugese Delicatessen;4711;119089;484990;72;Delicacies;0,2;1,0;
't Kaasboertje-L.C. van Nes;47291;121188;485398;73;Delicacies;0,2;2,0;
Nuts & Delights;47299;118347;484920;75;Delicacies;0,2;2,0;
Amsterdamse Noten;47299;118207;487852;77;Delicacies;0,2;2,0;
JWO Lekkernijen;47299;120737;488247;77;Delicacies;0,2;2,0;
Moldavië traiteur en catering;56101;115860;487863;77;Delicacies;0,2;2,0;
Cheese & More, by Henri Willig;47291;121446;486631;78;Delicacies;0,2;2,0;
Het Kaaspaleis Reigersbos;47291;126982;478703;79;Delicacies;0,2;2,0;
Cheese & More by Henri Willig;47291;121314;487420;80;Delicacies;0,2;2,0;
Amsterdam Cheese Company B.V.;47291;121207;486959;86;Delicacies;0,2;2,0;
Palais de Fromage;47291;125228;480708;87;Delicacies;0,2;2,0;
V.O.F. de Kaasspecialist Dukaat;47291;114069;484821;89;Delicacies;0,2;2,0;
WA Cowan t.h.o.d.n. Kaas en Zo;4711;124436;484730;90;Delicacies;0,2;2,0;
Noten & Mediterane delicatessen C.V.;47299;114674;485627;90;Delicacies;0,2;2,0;
Mouwes Kosher Delicatessen V.O.F.;4711;119838;482102;94;Delicacies;0,2;2,0;
L'Amuse Amsterdam;47291;119633;484395;96;Delicacies;0,2;2,0;
Vincent Kaas & Vlees;47291;121817;487347;98;Delicacies;0,2;2,0;
V.O.F. Traiteur Chefs & Co.;47299;121113;484181;99;Delicacies;0,2;2,0;
Tabak's notenbar;47299;122206;484077;100;Delicacies;0,2;2,0;
G.V. Smith h.o.d.n. Kaas en Zo Beethovenstr.;47291;120276;484664;101;Delicacies;0,2;2,0;
Assaggio Delicatessen;47299;120948;487892;102;Delicacies;0,2;2,0;
de Kaaskelder;47291;121211;486655;108;Delicacies;0,2;2,0;
Cheese & More, by Henri Willig;47291;121228;486984;110;Delicacies;0,2;2,0;
Cheese Inn B.V.;47291;121573;487672;111;Delicacies;0,2;2,0;
Alexanderhoeve De Banne;47291;123009;491206;120;Delicacies;0,2;2,0;
Golden Age Cheese Store B.V.;47291;121488;487564;131;Delicacies;0,2;2,0;
Amsterdam Cheese Company B.V.;47291;120984;486656;132;Delicacies;0,2;2,0;
Amsterdam Cheese Company;47291;120987;486653;132;Delicacies;0,2;2,0;
Cheese & More, by Henri Willig;47291;120837;486539;136;Delicacies;0,2;2,0;
Cora Delicatessenwinkel;47299;120764;486495;137;Delicacies;0,2;2,0;
Henri Willig;47291;121689;487610;158;Delicacies;0,2;2,0;
HED Kaas Dutch B.V.;47291;121039;486906;220;Delicacies;0,2;2,0;
het Amsterdams Kaashuis;47291;121631;487791;223;Delicacies;0,2;2,0;
Cheese & More, by Henri Willig;47291;121277;486633;678;Delicacies;0,2;2,0;
Kaashuis Tromp Buitenveldert;47291;119627;482132;1443;Delicacies;0,2;2,0;
Action Amsterdam;47191;123892;485571;0;Drugstore;-4;0,5;
Etos Drogisterij;47741;120199;482655;0;Drugstore;-4;0,5;
Etos;47741;122853;489286;0;Drugstore;-4;0,5;
Kruidvat;47741;124309;490234;0;Drugstore;-4;0,5;
Kruidvat;47741;122164;484436;0;Drugstore;-4;0,5;
Kruidvat;47741;118347;484949;0;Drugstore;-4;0,5;
Kruidvat;47741;124491;484725;0;Drugstore;-4;0,5;
Kruidvat;47741;121898;485280;0;Drugstore;-4;0,5;
Drogisterij Stadionplein;47741;118895;484210;0;Drugstore;-4;0,5;
Etos;47741;117582;489157;35;Drugstore;-4;0,5;
Drogisterij Grimme;47741;121196;485347;37;Drugstore;-4;0,5;
Drogisterij het Heertje;47741;121087;487797;39;Drugstore;-4;0,5;
Kruidvat;47741;121438;486636;50;Drugstore;-4;0,5;
De Peperbol;47299;121415;485412;51;Drugstore;-4;0,5;
Drogisterij A.L. Oorbeek;47741;121735;486206;51;Drugstore;-4;0,5;
Drogist Hermanusje van Alles;47741;120640;487959;52;Drugstore;-4;0,5;
Drogisterij Margriet;47741;121177;484443;52;Drugstore;-4;0,5;
Drogisterij Van Gelder B.V.;47741;122093;484749;60;Drugstore;-4;0,5;
Drogisterij Centraal;47741;122590;486586;63;Drugstore;-4;0,5;
Drogisterij Parfumerie 'Marjo' B.V.;47741;121866;487533;65;Drugstore;-4;0,5;
Drogisterij Parfumerie 'Marjo' B.V.;47741;121515;487246;65;Drugstore;-4;0,5;
Drogisterij-Parfumerie Boogaard;47741;119860;485324;67;Drugstore;-4;0,5;
Etos;47741;118594;487102;73;Drugstore;-4;0,5;
Drogisterij Parfumerie Zonnebloem;47741;120642;482120;73;Drugstore;-4;0,5;
Etos;47741;121746;487936;75;Drugstore;-4;0,5;
Etos;47741;121819;487949;77;Drugstore;-4;0,5;
Drogisterij/Parfumerie A.L. Oorbeek;47741;124316;490146;82;Drugstore;-4;0,5;
Etos;47741;124327;487467;90;Drugstore;-4;0,5;
Trekpleister;47741;119856;486829;100;Drugstore;-4;0,5;
Etos B.V.;47741;118545;485009;109;Drugstore;-4;0,5;
Kruidvat;47741;115767;484361;113;Drugstore;-4;0,5;
Drogisterij Schumacher B.V.;47741;122791;485578;113;Drugstore;-4;0,5;
Drogisterij Schumacher en Zn.;47741;122791;485578;113;Drugstore;-4;0,5;
Etos;47741;120936;488438;115;Drugstore;-4;0,5;
Kruidvat;47741;121171;485438;125;Drugstore;-4;0,5;
Drogisterij Tom Lowie;47741;120217;488523;127;Drugstore;-4;0,5;
Etos;47741;124980;480572;138;Drugstore;-4;0,5;
Euroland;47191;124560;490113;140;Drugstore;-4;0,5;
Etos Drogisterij;47741;121893;485352;141;Drugstore;-4;0,5;
Wind Drogisterijen ONE B.V.;47741;121893;485352;141;Drugstore;-4;0,5;
Drogisterij IJburg B.V.;47741;127994;485636;147;Drugstore;-4;0,5;
Etos;47741;119981;483563;149;Drugstore;-4;1,0;
Kruidvat;47741;120232;488512;150;Drugstore;-4;1,0;
Etos Drogisterij;47741;123681;485563;158;Drugstore;-4;1,0;
Kruidvat;47741;118553;487091;160;Drugstore;-4;1,0;
Trekpleister;47741;122123;484442;162;Drugstore;-4;1,0;
Kruidvat;47741;115073;487983;165;Drugstore;-4;1,0;
Action Amsterdam;47191;125593;489457;166;Drugstore;-4;1,0;
Etos;47741;122191;484138;167;Drugstore;-4;1,0;
Etos;47741;120275;484643;170;Drugstore;-4;1,0;
Drogisterij Josefien;47741;121366;492293;175;Drugstore;-4;1,0;
Etos B.V.;47741;120026;487535;180;Drugstore;-4;1,0;
Xenos B.V.;47191;119821;487081;183;Drugstore;-4;1,0;
Drogisterij-Parfumerie Boogaard;47741;119528;484371;186;Drugstore;-4;1,0;
Etos Rolf B.V.;47741;114069;484819;196;Drugstore;-4;1,0;
Kruidvat;47741;120183;482670;197;Drugstore;-4;1,0;
Trekpleister;47741;116768;485401;199;Drugstore;-4;1,0;
Etos Tollenaar;47741;119124;487595;200;Drugstore;-4;1,0;
Etos Reigersbos;47741;126944;478717;200;Drugstore;-4;1,0;
Kruidvat;47741;119599;482071;206;Drugstore;-4;1,0;
Kruidvat;47741;123005;491211;206;Drugstore;-4;1,0;
Etos;47741;120726;486454;207;Drugstore;-4;1,0;
V.O.F. Etos Pauzjenne;47741;122912;485625;208;Drugstore;-4;1,0;
Nagel Drogisterijen B.V.;47741;118806;484990;208;Drugstore;-4;1,0;
Etos;47741;123657;486194;210;Drugstore;-4;1,0;
Kruidvat;47741;124253;486316;211;Drugstore;-4;1,0;
Etos B.V.;47741;124523;486236;213;Drugstore;-4;1,0;
Etos Erisman;47741;119537;486568;216;Drugstore;-4;1,0;
Trekpleister;47741;115201;485784;218;Drugstore;-4;1,0;
Etos;47741;123074;484415;222;Drugstore;-4;1,0;
Etos;47741;120575;487037;222;Drugstore;-4;1,0;
Euroland;47191;119344;486464;225;Drugstore;-4;1,0;
Tiger Stores Nederland B.V.;47191;121519;486595;236;Drugstore;-4;1,0;
Trekpleister;47741;123010;491211;236;Drugstore;-4;1,0;
Kruidvat;47741;127128;480996;237;Drugstore;-4;1,0;
Kruidvat;47741;123684;486104;240;Drugstore;-4;1,0;
Kruidvat;47741;121997;486879;243;Drugstore;-4;1,0;
Kruidvat;47741;126623;481654;243;Drugstore;-4;1,0;
Etos B.V.;47741;116559;488228;256;Drugstore;-4;1,0;
Etos;47741;121138;485321;257;Drugstore;-4;1,0;
Drogisterij Parfumerie Sierplein;47741;116754;485450;261;Drugstore;-4;1,0;
Kruidvat;47741;121443;484317;264;Drugstore;-4;1,0;
DA Beauté Josefien;47741;121792;485504;265;Drugstore;-4;1,0;
Kruidvat;47741;126107;479218;267;Drugstore;-4;2,0;
Kruidvat;47741;124320;487469;270;Drugstore;-4;2,0;
Kruidvat;47741;121227;485049;275;Drugstore;-4;2,0;
Drogisterij Pieter Calandlaan B.V.;47741;114946;485085;277;Drugstore;-4;2,0;
Etos;47741;118430;487988;281;Drugstore;-4;2,0;
Euroland;47191;116562;488227;289;Drugstore;-4;2,0;
Etos;47741;121593;487831;289;Drugstore;-4;2,0;
Etos;47741;119822;487093;290;Drugstore;-4;2,0;
Kruidvat;47741;119453;486537;297;Drugstore;-4;2,0;
