ZAAKNAAM;XCOORD;YCOORD;WERKOPP;outlet_type;m2_score;score_maartje;impact_factor
Helena Primakoff ontbijt en lunch;123934;487137;81;Lunchroom;1,5;-1,5;-2,25
N3 B.V.;121063;485635;82;Lunchroom;1,5;-1,5;-2,25
Time Out;122271;483956;82;Lunchroom;1,5;-1,5;-2,25
Vascobelo V-bar Amsterdam;121375;487264;82;Lunchroom;1,5;-1,5;-2,25
TEAS B.V.;118685;487092;83;Lunchroom;1,5;-1,5;-2,25
CoffeeRoom Kinkerstraat B.V.;119851;486701;83;Lunchroom;1,5;-1,5;-2,25
Il Sogno;121941;487293;83;Lunchroom;1,5;-1,5;-2,25
Lunchcafé Studio 2 V.O.F.;121167;486665;83;Lunchroom;1,5;-1,5;-2,25
Coffee Company Plantage Muidergracht B.V.;122541;486532;84;Lunchroom;1,5;-1,5;-2,25
Daniele Palma Coffee Art;121069;485613;85;Lunchroom;1,5;-1,5;-2,25
Vlaamsch Broodhuys A'dam Elandsgracht B.V.;120393;486942;86;Lunchroom;1,5;-1,5;-2,25
Koffiehuis 'De Markt';121299;485376;87;Lunchroom;1,5;-1,5;-2,25
Lunchroom Wilhelmina;120012;486245;87;Lunchroom;1,5;-1,5;-2,25
Petit Gâteau B.V.;121256;488179;87;Lunchroom;1,5;-1,5;-2,25
Lunchroom Cafetaria Bon Appetit;116835;485224;87;Lunchroom;1,5;-1,5;-2,25
Café Koffiehuis Blokker;122729;489329;87;Lunchroom;1,5;-1,5;-2,25
Back to Black;121034;486022;88;Lunchroom;1,5;-1,5;-2,25
Broodjeszaak Erciyes;117776;486189;89;Lunchroom;1,5;-1,5;-2,25
Buon Giorno 6 B.V.;118759;488224;90;Lunchroom;1,5;-1,5;-2,25
Lunchroom Lastig;124463;484756;90;Lunchroom;1,5;-1,5;-2,25
IJverig B.V.;128236;485421;90;Lunchroom;1,5;-1,5;-2,25
MC Subs B.V.;121463;486646;90;Lunchroom;1,5;-1,5;-2,25
Lot's Lunchroom;122113;484492;90;Lunchroom;1,5;-1,5;-2,25
Roost Coffee;122710;485683;91;Lunchroom;1,5;-1,5;-2,25
Golan Lunchroom;119811;482101;91;Lunchroom;1,5;-1,5;-2,25
SB Coffee Roasters B.V.;120817;487267;91;Lunchroom;1,5;-1,5;-2,25
Koffiehuis/Café Marktzicht;119568;486644;91;Lunchroom;1,5;-1,5;-2,25
De Osdorper;120733;487454;91;Lunchroom;1,5;-1,5;-2,25
Bermo Lunchroom;117247;488097;92;Lunchroom;1,5;-1,5;-2,25
Le Caféier;120376;487367;92;Lunchroom;1,5;-1,5;-2,25
Homemade Fresh Food & Drinks;121173;486718;92;Lunchroom;1,5;-1,5;-2,25
Henny Salem;121323;485864;92;Lunchroom;1,5;-1,5;-2,25
Lunchroom de Paradijs;121491;484111;93;Lunchroom;1,5;-1,5;-2,25
Volkskoffiehuis;120360;489413;93;Lunchroom;1,5;-1,5;-2,25
Croissanterie L'amour;121504;487940;94;Lunchroom;1,5;-1,5;-2,25
Konditorei de Taart van M'n Tante;121167;485603;95;Lunchroom;1,5;-1,5;-2,25
LEEF;120846;488298;95;Lunchroom;1,5;-1,5;-2,25
Slowth Brunch;118698;484883;96;Lunchroom;1,5;-1,5;-2,25
Omelegg De Pijp B.V.;121230;484982;96;Lunchroom;1,5;-1,5;-2,25
Koffiehuis 'De Gouden Boon';120058;486934;97;Lunchroom;1,5;-1,5;-2,25
TBC Haarlemmerplein B.V.;120667;488644;97;Lunchroom;1,5;-1,5;-2,25
Lunchcafé Dialoog;120744;487616;98;Lunchroom;1,5;-1,5;-2,25
Brazuca Coffee Rijnstraat B.V.;122097;484562;98;Lunchroom;1,5;-1,5;-2,25
Sandwichshop ten Have V.O.F.;121272;487692;99;Lunchroom;1,5;-1,5;-2,25
V.M. Food Services B.V.;121472;487981;99;Lunchroom;1,5;-1,5;-2,25
Coffee Blends;115101;485804;99;Lunchroom;1,5;-1,5;-2,25
Bagels & Beans IJburg;127897;485722;100;Lunchroom;1,5;-1,5;-2,25
Broodjeszaak 'Buon-Apetitto';121529;487902;100;Lunchroom;1,5;-1,5;-2,25
Starbucks 'The Bank';121659;486572;100;Lunchroom;1,5;-1,5;-2,25
Broodjeszaak ''t Kuyltje';120977;487262;101;Lunchroom;1,5;-1,5;-2,25
Coffee Plaza VDH B.V.;120154;488643;101;Lunchroom;1,5;-1,5;-2,25
Lunchroom Stars;119628;482741;102;Lunchroom;1,5;-1,5;-2,25
J.A.C. Looijmans/Bagels & Beans De Clercqstr.;119972;487212;104;Lunchroom;1,5;-1,5;-2,25
De Bakkerswinkel Meenemen;121561;487446;104;Lunchroom;1,5;-1,5;-2,25
Café-Koffiehuis 'Mazzeltof';121154;485473;105;Lunchroom;1,5;-1,5;-2,25
@7 BLT;121161;484262;107;Lunchroom;1,5;-1,5;-2,25
Koffiehuis 'Elwafa';117121;487599;108;Lunchroom;1,5;-1,5;-2,25
Kroon Coffee II B.V.;123693;485248;109;Lunchroom;1,5;-1,5;-2,25
NS Stat. Ret.bedr. B.V./De Broodzaak (A.B.A.);125010;480565;109;Lunchroom;1,5;-1,5;-2,25
Iboenda;115082;485754;110;Lunchroom;1,5;-1,5;-2,25
Anne&Max;118812;485021;110;Lunchroom;1,5;-1,5;-2,25
Broers Amsterdam;121859;484143;111;Lunchroom;1,5;-1,5;-2,25
Van den Berg's Broodjesbar;121408;487482;111;Lunchroom;1,5;-1,5;-2,25
Coffeebar IBIZA;121950;485616;112;Lunchroom;1,5;-1,5;-2,25
V.O.F. Berq, / Bagels & Beans Ferdinand Bol;121124;485377;115;Lunchroom;1,5;-1,5;-2,25
Lunchroom De Blauwe Vlinder;117122;484641;116;Lunchroom;1,5;-1,5;-2,25
Coffee Plaza JPH B.V.;119425;486093;117;Lunchroom;1,5;-1,5;-2,25
De Drie Graefjes B.V.;121311;487483;120;Lunchroom;1,5;-1,5;-2,25
Broodjeszaak de Nieuwe Rai;121212;484111;120;Lunchroom;1,5;-1,5;-2,25
MR_SHOCK;120830;488560;120;Lunchroom;1,5;-1,5;-2,25
Koffiehuis 'De Koksmuts & Cinar';124308;486318;120;Lunchroom;1,5;-1,5;-2,25
Stroom B.V.;121234;484942;122;Lunchroom;1,5;-1,5;-2,25
Buon Giorno 2 B.V.;118170;487962;127;Lunchroom;1,5;-1,5;-2,25
STEK;122588;485482;128;Lunchroom;1,5;-1,5;-2,25
Ton van Joep;121901;487587;129;Lunchroom;1,5;-1,5;-2,25
Coffee Company Gelderlandplein 145 B.V.;120242;482678;130;Lunchroom;1,5;-1,5;-2,25
JACOBS DOUWE EGBERTS Coffeecompany B.V.;121055;486861;130;Lunchroom;1,5;-1,5;-2,25
N. van Hamme thodn Bagels&Beans Van Hallstr.;119910;488112;130;Lunchroom;1,5;-1,5;-2,25
Café De Bazel B.V.;121297;486412;130;Lunchroom;1,5;-1,5;-2,25
SS Kinkerstraat B.V.;119507;486556;132;Lunchroom;1,5;-1,5;-2,25
Espressamente B.V.;121107;487786;133;Lunchroom;1,5;-1,5;-2,25
Jeroen Borst / Bagels & Beans Veemkade A'dam;123547;487714;134;Lunchroom;1,5;-1,5;-2,25
V.O.F. Jun / Coffee Company Jun Middenweg 32;123809;485256;135;Lunchroom;1,5;-1,5;-2,25
NATA LISBOA t.h.o.n.d CruzCompany;121225;484554;136;Lunchroom;1,5;-1,5;-2,25
W. Detmar t.h.o.d.n. Bagels & Beans;118303;487947;137;Lunchroom;1,5;-1,5;-2,25
Java-Blend Amsterdam;123414;488030;140;Lunchroom;1,5;-1,5;-2,25
CBG B.V.;120721;485322;141;Lunchroom;1,5;-1,5;-2,25
Bagels & Beans Parnassusweg;119619;483871;141;Lunchroom;1,5;-1,5;-2,25
Lunchroom Sabroso;122018;487671;141;Lunchroom;1,5;-1,5;-2,25
Caffe Panini;121258;486114;144;Lunchroom;1,5;-1,5;-2,25
M. vd Velde/Bagels & Beans W. de Zwijgerlaan;119262;487621;144;Lunchroom;1,5;-1,5;-2,25
JACOBS DOUWE EGBERTS Coffeecompany B.V.;122015;485078;146;Lunchroom;1,5;-1,5;-2,25
Bagels & Beans Keizer-Raad;120855;486565;147;Lunchroom;1,5;-1,5;-2,25
Mavi's Nieuwendijk B.V.;121319;487427;150;Lunchroom;1,5;-1,5;-2,25
The Coffee Company B.V.;119286;486472;152;Lunchroom;1,5;-1,5;-2,25
Chhiwat Bladi;114988;485039;167;Lunchroom;1,5;-1,5;-2,25
Broodje Tip Top;124314;486318;170;Lunchroom;1,5;-1,5;-2,25
La Place;120212;482731;174;Lunchroom;1,5;-1,5;-2,25
Jager thodn Bagels & Beans Spaarndammerstraat;120333;489409;184;Lunchroom;1,5;-1,5;-2,25
La Place Food B.V.;121332;486724;187;Lunchroom;1,5;-1,5;-2,25
Vlaamsch Broodhuys A'dam 1e C. Huygensstr. BV;120057;486348;201;Lunchroom;1,5;-1,5;-2,25
Vascobelo V-bar Rijnstraat;122238;484099;203;Lunchroom;1,5;-1,5;-2,25
Coffee Company Waterlooplein 129 B.V.;121964;486858;205;Lunchroom;1,5;-1,5;-2,25
Koffie Salon Spui;121072;486983;208;Lunchroom;1,5;-1,5;-2,25
BBrood-9 B.V.;121273;490487;212;Lunchroom;1,5;-1,5;-2,25
Dagelijks Lekker B.V.;119756;483383;219;Lunchroom;1,5;-1,5;-2,25
NS Stat. Ret.bdr. B.V./Starbucks A'dam Amstel;123074;484415;222;Lunchroom;1,5;-1,5;-2,25
NS Stat. Ret.bdr. B.V. thodn De Broodzaak;123074;484415;222;Lunchroom;1,5;-1,5;-2,25
Cantarell Weesperplein B.V.;122369;486120;222;Lunchroom;1,5;-1,5;-2,25
Starbucks Coffee Netherlands B.V.;120695;486409;236;Lunchroom;1,5;-1,5;-2,25
Starbucks Coffee Netherlands B.V.;120248;484727;261;Lunchroom;1,5;-1,5;-2,25
La Café Marce;121238;486710;363;Lunchroom;1,5;-1,5;-2,25
BAN-Horeca V.O.F. thodn Doppio Espresso VU;119508;483090;400;Lunchroom;1,5;-1,5;-2,25
NS Stat. Ret.bdr. B.V./De Brdzk Westtunnel AC;122019;487842;484;Lunchroom;1,5;-1,5;-2,25
Sterke Koffie B.V.;124452;487446;560;Lunchroom;1,5;-1,5;-2,25
Bagels & Beans R. v/d Wilt;121033;486684;2253;Lunchroom;1,5;-1,5;-2,25
La Place;124304;490261;6926;Lunchroom;1,5;-1,5;-2,25
CustomIce B.V. t.h.o.d.n. Subway;124718;478690;9838;Lunchroom;1,5;-1,5;-2,25
La Place Food B.V.;124904;478814;11344;Lunchroom;1,5;-1,5;-2,25
Het Tuinterras;114368;485025;12600;Lunchroom;1,5;-1,5;-2,25
La Bella Vita;117794;485178;22112;Lunchroom;1,5;-1,5;-2,25
AMART Eindhoven B.V.;119610;487725;0;Mini super;0,5;0,3;0,15
Flevo Supermarkt;124991;486490;0;Mini super;0,5;0,3;0,15
NS Stat. Retailbedrijf B.V. t.h.o.d.n. Kiosk;123941;485968;0;Mini super;0,5;0,3;0,15
NS Stat. Retailbedrijf B.V. t.h.o.d.n. Kiosk;121814;487992;0;Mini super;0,5;0,3;0,15
NS Stat. Ret.bdr. BV/Kiosk Westtunnel Adam C.;121799;488052;0;Mini super;0,5;0,3;0,15
Superfoods B.V.;122148;489345;0;Mini super;0,5;0,3;0,15
STACH;120104;486232;0;Mini super;0,5;0,3;0,15
NS Stat. Retailbedrijf B.V. t.h.o.d.n. Kiosk;121136;483343;0;Mini super;0,5;0,3;0,15
C. Janmaat, / SPAR City Kinkerstraat Amsterd.;119434;486531;0;Mini super;0,5;0,3;0,15
NS Stat. Retailbedrijf B.V. t.h.o.d.n. Kiosk;121847;487999;0;Mini super;0,5;0,3;0,15
Foodlovers Gare du Nord;123968;490584;0;Mini super;0,5;0,3;0,15
Van der Velde & Eveleens V.O.F.;121079;492444;0;Mini super;0,5;0,3;0,15
University Shop HvA B.V.;122482;485766;0;Mini super;0,5;0,3;0,15
NS Stat. Retailbedrijf B.V. t.h.o.d.n. Kiosk;119991;483651;0;Mini super;0,5;0,3;0,15
Leidseplein Market;120589;486494;15;Mini super;0,5;0,3;0,15
Mirna Supermarkt;121593;487328;16;Mini super;0,5;0,3;0,15
Molsteeg 11 V.O.F.;121173;487492;19;Mini super;0,5;0,3;0,15
Qmart;121626;487729;20;Mini super;0,5;0,3;0,15
Top-Minimarkt;121503;487699;30;Mini super;0,5;0,3;0,15
Kinker Supermarkt;119233;486452;30;Mini super;0,5;0,3;0,15
Centraal Souvenir;121243;487569;30;Mini super;0,5;0,3;0,15
Euro Souvenirs;121399;486677;32;Mini super;0,5;0,3;0,15
De Molen;121805;487418;34;Mini super;0,5;0,3;0,15
SH Supermarkt;121582;487187;39;Mini super;0,5;0,3;0,15
City In Supermarket & Souvenir;121513;487883;40;Mini super;0,5;0,3;0,15
V.O.F. Labes;121086;488220;40;Mini super;0,5;0,3;0,15
Red Alley B.V.;121632;487295;40;Mini super;0,5;0,3;0,15
Ivana's Souvenirs Shop minisupermarket;121900;487582;40;Mini super;0,5;0,3;0,15
stach food;121043;486297;41;Mini super;0,5;0,3;0,15
P&P Super;121727;484895;42;Mini super;0,5;0,3;0,15
Amsterdam Supermarkt, Tabak & Souvenirs;121519;487920;43;Mini super;0,5;0,3;0,15
Rustem ten Kate;119583;486606;43;Mini super;0,5;0,3;0,15
Eetwinkel Buurman en Buurman B.V.;118304;487633;44;Mini super;0,5;0,3;0,15
David's Corner;120332;482148;46;Mini super;0,5;0,3;0,15
Marieke Berghuis;120712;488195;47;Mini super;0,5;0,3;0,15
All u Need mini Supermarket B.V.;121380;487671;50;Mini super;0,5;0,3;0,15
De Buurman Food;121290;487693;50;Mini super;1;0,3;0,3
Renards B.V.;124168;486316;54;Mini super;1;0,3;0,3
Bobo Bazaar;121559;487019;54;Mini super;1;0,3;0,3
Without Worries;122793;490023;55;Mini super;1;0,3;0,3
Vegabond;120954;487591;55;Mini super;1;0,3;0,3
Kip-Lekker;118809;486428;55;Mini super;1;0,3;0,3
Kok op Stelten;122037;484995;55;Mini super;1;0,3;0,3
Fa. Hanssen;121746;486087;56;Mini super;1;0,3;0,3
Supermarkt Wiltzanghlaan;118502;488382;56;Mini super;1;0,3;0,3
Maria Supermarkt;121516;486668;57;Mini super;1;0,3;0,3
De Volkskruidentuin;119714;486642;60;Mini super;1;0,3;0,3
Amsterdam Souvenir Market;121724;487580;60;Mini super;1;0,3;0,3
STACH;121759;487121;60;Mini super;1;0,3;0,3
STACH B.V.;119105;487180;63;Mini super;1;0,3;0,3
STACH;121123;488285;63;Mini super;1;0,3;0,3
Heuft;122151;484323;63;Mini super;1;0,3;0,3
Super Marathon;119337;484484;70;Mini super;1;0,3;0,3
CCCP;118690;486232;70;Mini super;1;0,3;0,3
De Osdorper;121176;484430;70;Mini super;1;0,3;0,3
Het Lange Mes B.V.;124367;486318;72;Mini super;1;0,3;0,3
J.J. Ooyevaar;120776;486350;75;Mini super;1;0,3;0,3
Best Souvenirs;122003;487670;76;Mini super;1;0,3;0,3
Ah op 't Station Amsterdam CS;121819;487949;77;Mini super;1;0,3;0,3
STACH;118656;484914;85;Mini super;1;0,3;0,3
City Public Supermarkt & Souvenirs;121319;487604;86;Mini super;1;0,3;0,3
Friends Supermarkt en Souvenirs;120864;487458;89;Mini super;1;0,3;0,3
Safari Import & Export;124693;481636;94;Mini super;1;0,3;0,3
Geelhoed Eetwinkel B.V.;123974;487856;102;Mini super;1;0,3;0,3
Super West B.V.;118953;487198;103;Mini super;1;0,3;0,3
Sterk Waterlooplein van der Pouw Kraan V.O.F.;122006;486713;106;Mini super;1;0,3;0,3
NOVA Supermarkt;122715;488558;114;Mini super;1;0,3;0,3
Firma Oosterwaal;124967;483906;115;Mini super;1;0,3;0,3
De Kleine Saarlander;120958;488439;116;Mini super;1;0,3;0,3
Super Ruys;120788;485266;120;Mini super;1;0,3;0,3
De Buren op 102;118663;486420;124;Mini super;1;0,3;0,3
Supermarkt Amstel;121465;486672;128;Mini super;1;0,3;0,3
NS Stat. Retailbedrijf B.V. t.h.o.d.n. Kiosk;117582;489159;131;Mini super;1,5;0,3;0,45
Organic Food for You;119841;485371;132;Mini super;1,5;0,3;0,45
Oude Doelen Minimarkt;121578;487187;146;Mini super;1,5;0,3;0,45
NS Stat. Ret.bdr. B.V. t.h.o.d.n. Kiosk Metro;119981;483563;149;Mini super;1,5;0,3;0,45
V.O.F. G.J. Bleijenberg;129633;479650;155;Mini super;1,5;0,3;0,45
Joeline Vintage Import & Export;124480;490215;160;Mini super;1,5;0,3;0,45
Holland products company B.V.;123590;486172;161;Mini super;1,5;0,3;0,45
Bobo Market;121984;487609;177;Mini super;1,5;0,3;0,45
Leighton Supermarkten t.h.o.d.n. Spar;125234;485267;178;Mini super;1,5;0,3;0,45
NS Stat. Retailbedrijf B.V. t.h.o.d.n. Hema;120008;483493;181;Mini super;1,5;0,3;0,45
C.C. Schrama h.o.d.n. Delicious Food;120842;488018;192;Mini super;1,5;0,3;0,45
Ah op 't Station Amsterdam Sloterdijk;117582;489157;203;Mini super;1,5;0,3;0,45
Supermarkt Villa Mokum;123200;483567;210;Mini super;1,5;0,3;0,45
Ah op 't Station Amsterdam Amstel;123074;484415;222;Mini super;1,5;0,3;0,45
AH to go Bijlmer;124461;480624;249;Mini super;1,5;0,3;0,45
Biotoop Osdorpplein B.V.;115326;485745;249;Mini super;1,5;0,3;0,45
HEMA B.V.;120767;488655;284;Mini super;1,5;0,3;0,45
AH to go IJhal;121893;488060;360;Mini super;1,5;0,3;0,45
HEMA B.V.;118551;485034;389;Mini super;1,5;0,3;0,45
HEMA;120192;484434;411;Mini super;1,5;0,3;0,45
HEMA B.V.;120202;482703;414;Mini super;1,5;0,3;0,45
AH to go Amsterdam zelfscan;121787;488065;452;Mini super;1,5;0,3;0,45
NS Stat. Retailbedrijf B.V. t.h.o.d.n. Hema;122019;487842;484;Mini super;1,5;0,3;0,45
HEMA B.V.;127992;485716;516;Mini super;1,5;0,3;0,45
HEMA B.V.;122007;486922;772;Mini super;1,5;0,3;0,45
HEMA B.V.;116640;488253;816;Mini super;1,5;0,3;0,45
HEMA B.V.;116650;488225;816;Mini super;1,5;0,3;0,45
HEMA B.V.;123730;485414;850;Mini super;1,5;0,3;0,45
HEMA;121066;490787;852;Mini super;1,5;0,3;0,45
HEMA B.V.;119292;486442;1051;Mini super;1,5;0,3;0,45
HEMA B.V.;121193;485209;1437;Mini super;1,5;0,3;0,45
HEMA B.V.;115298;485819;1442;Mini super;1,5;0,3;0,45
HEMA B.V.;124413;490221;1560;Mini super;1,5;0,3;0,45
HEMA B.V.;121259;486771;1620;Mini super;1,5;0,3;0,45
HEMA B.V.;121433;487577;2300;Mini super;1,5;0,3;0,45
Call-A-Drink;114351;489358;0;Night store;0,5;-2,1;-1,05
Avondwinkel Uno;117050;485505;0;Night store;0,5;-2,1;-1,05
Avondhapje;119917;486685;31;Night store;0,5;-2,1;-1,05
Hans Avondverkoop;118637;487079;35;Night store;0,5;-2,1;-1,05
Baarsjes Avond Verkoop;118716;485942;38;Night store;0,5;-2,1;-1,05
Avondverkoop Serhan Aleyna;116434;488252;38;Night store;0,5;-2,1;-1,05
Kokkes Avondverkoop;118686;484920;58;Night store;0,5;-2,1;-1,05
Avondwinkel Oosterpark;122832;485595;60;Night store;0,5;-2,1;-1,05
Aldisco;119395;486172;60;Night store;0,5;-2,1;-1,05
Night Shop Bos & Lommer;118485;488058;62;Night store;0,5;-2,1;-1,05
Martin's Avondwinkel;119098;487590;63;Night store;1;-2,1;-2,1
Avondwinkel Menora;120940;491665;63;Night store;1;-2,1;-2,1
De Pinguin Avondverkoop;120730;487057;65;Night store;1;-2,1;-2,1
Avondwinkel Royal XL B.V.;121173;485078;65;Night store;1;-2,1;-2,1
Avondwinkel van Wou;122097;484729;65;Night store;1;-2,1;-2,1
Avondwinkel La Nuit;123568;489423;65;Night store;1;-2,1;-2,1
Avondwinkel Ankido;116835;485142;67;Night store;1;-2,1;-2,1
Il Sardo Avondverkoop;115702;487534;70;Night store;1;-2,1;-2,1
Avondverkoop Bon Soir;120069;486171;70;Night store;1;-2,1;-2,1
Avondwinkel Banne Minimarket;123035;490874;71;Night store;1;-2,1;-2,1
Avondwinkel de Schelde;121188;484561;71;Night store;1,5;-2,1;-3,15
Avondverkoop John;124546;486432;80;Night store;1,5;-2,1;-3,15
Night Bite;123559;485788;90;Night store;1,5;-2,1;-3,15
Avondwinkel Tussenmeer;114578;485595;105;Night store;1,5;-2,1;-3,15
Mina Avondwinkel en Telhuis;122480;489044;108;Night store;1,5;-2,1;-3,15
Avondwinkel Calandlaan;114854;485049;120;Night store;1,5;-2,1;-3,15
Avondverkoop 'Dolf';120762;488258;160;Night store;1,5;-2,1;-3,15
De Avondmarkt;120226;488485;204;Night store;1,5;-2,1;-3,15
Sterk Avondverkoop;120029;487200;270;Night store;1,5;-2,1;-3,15
Supermarkt Elandsgracht B.V.;120577;487003;498;Night store;1,5;-2,1;-3,15
Tabak's notenbar;120102;486241;0;Nut store;0,5;2,2;1,1
De Notenshop Daamen;121965;485151;32;Nut store;0,5;2,2;1,1
Tabak's notenbar;118775;486380;34;Nut store;0,5;2,2;1,1
Hazel Noten & Zuidvruchten;119332;486489;39;Nut store;0,5;2,2;1,1
Naturel Noten & Turkse Koffie;117114;488130;43;Nut store;1;2,2;2,2
Aladdin's Noten Hoek;118511;487080;50;Nut store;1;2,2;2,2
Notenbar C'est Bon Specialite's B.V.;123907;485222;58;Nut store;1;2,2;2,2
Het Warme Notengilde Osdorpplein;115292;485836;59;Nut store;1;2,2;2,2
Nuts & Delights;118347;484920;75;Nut store;1,5;2,2;3,3
Amsterdamse Noten;118207;487852;77;Nut store;1,5;2,2;3,3
Noten & Mediterane delicatessen C.V.;114674;485627;90;Nut store;1,5;2,2;3,3
Tabak's notenbar;122206;484077;100;Nut store;1,5;2,2;3,3
The Pancake Bakery;120885;487868;0;Pancake restaurant;0,5;-3,2;-1,6
Pancakes Wester B.V.;120715;487567;0;Pancake restaurant;0,5;-3,2;-1,6
Pannenkoeken & Crêpes Restaurant de Hop 2.0;121444;482463;0;Pancake restaurant;0,5;-3,2;-1,6
Pancake King;121784;486581;0;Pancake restaurant;0,5;-3,2;-1,6
De Carrousel;121249;485792;0;Pancake restaurant;0,5;-3,2;-1,6
Pancake Day Amsterdam B.V.;119803;484109;0;Pancake restaurant;0,5;-3,2;-1,6
Boerderij Meerzicht;116364;482183;0;Pancake restaurant;0,5;-3,2;-1,6
Pancake Bar B.V.;120751;486377;0;Pancake restaurant;0,5;-3,2;-1,6
Pancakes & Waffles;121538;487674;0;Pancake restaurant;1;-3,2;-3,2
Pancakes PH B.V.;121766;487734;0;Pancake restaurant;1;-3,2;-3,2
MOOK Pancakes B.V.;119234;486147;0;Pancake restaurant;1;-3,2;-3,2
De poffertjeskraam A&P;114359;488057;0;Pancake restaurant;1;-3,2;-3,2
Le Berger;121391;488092;17;Pancake restaurant;1;-3,2;-3,2
Pannekoekenhuis 'Upstairs';121370;486938;25;Pancake restaurant;1;-3,2;-3,2
Pancakes2Go;122717;490526;38;Pancake restaurant;1;-3,2;-3,2
Pannekoekerij de Graven;121327;487488;40;Pancake restaurant;1;-3,2;-3,2
Japanese Pancake World Amsterdam B.V.;120610;487739;53;Pancake restaurant;1,5;-3,2;-4,8
Pancakes Beren;120678;487074;59;Pancake restaurant;1,5;-3,2;-4,8
Candela;119824;487046;74;Pancake restaurant;1,5;-3,2;-4,8
De Crêpes Carrousel;119306;484938;98;Pancake restaurant;1,5;-3,2;-4,8
Sara's Pancake House;120853;487425;123;Pancake restaurant;1,5;-3,2;-4,8
Pancake Corner V.O.F.;120717;486217;166;Pancake restaurant;1,5;-3,2;-4,8
Eethuis 'De Pannekoekkelder';121230;487094;685;Pancake restaurant;1,5;-3,2;-4,8
Halil Patisserie;118520;488018;0;Pastry store;0,5;-4,4;-2,2
Gebakskraam Stuy;122814;489642;0;Pastry store;0,5;-4,4;-2,2
Patisserie Tout;121513;484205;0;Pastry store;0,5;-4,4;-2,2
Boulangerie Patisserie du Paris;117213;484828;0;Pastry store;0,5;-4,4;-2,2
Patisserie du Maroc;125562;489470;0;Pastry store;0,5;-4,4;-2,2
Banketbakkerij Arnold Cornelis B.V.;120488;486992;16;Pastry store;0,5;-4,4;-2,2
Banketbakkerij 'de Taart van M'n Tante';121089;485633;18;Pastry store;0,5;-4,4;-2,2
Mercan Pastahanesi (Eig.A.kursun);120365;487360;30;Pastry store;0,5;-4,4;-2,2
Vlaai Company t.h.o.d.n. Multi-Vlaai;119595;486559;32;Pastry store;0,5;-4,4;-2,2
Tugra;124140;486283;34;Pastry store;0,5;-4,4;-2,2
Vlaai Company t.h.o.d.n. Multi-Vlaai;120350;482675;35;Pastry store;0,5;-4,4;-2,2
Bettina bakt;122015;484936;36;Pastry store;0,5;-4,4;-2,2
Banketbakkerij Rijkhoff B.V.;118328;487953;38;Pastry store;0,5;-4,4;-2,2
Divan Banketbakkerij;124338;486318;41;Pastry store;1;-4,4;-4,4
My little patisserie;121377;485317;45;Pastry store;1;-4,4;-4,4
Patisserie Anesta;120569;487856;45;Pastry store;1;-4,4;-4,4
Patisserie Fes;119513;487015;46;Pastry store;1;-4,4;-4,4
Holtkamp's Patisserie B.V.;121253;486089;48;Pastry store;1;-4,4;-4,4
Louise Banket en Bonbons;120079;486300;50;Pastry store;1;-4,4;-4,4
Bakken met Passie;121056;485331;52;Pastry store;1;-4,4;-4,4
Gazioglu Baklavalari;123036;485627;52;Pastry store;1;-4,4;-4,4
Banketbakkerij Damman;118440;484964;53;Pastry store;1;-4,4;-4,4
Vlaai Company t.h.o.d.n. Multi-Vlaai;124659;490097;54;Pastry store;1;-4,4;-4,4
Majesteit Patisserie;123981;486287;57;Pastry store;1;-4,4;-4,4
Marina's Cake;114179;485852;58;Pastry store;1;-4,4;-4,4
Kwekkeboom Patisserie B.V.;121480;486615;66;Pastry store;1;-4,4;-4,4
Patisserie Al-Yassamin;122743;485586;86;Pastry store;1,5;-4,4;-6,6
Patiserie Atlas;120077;489303;96;Pastry store;1,5;-4,4;-6,6
Multi-Vlaai Tussen-Meer;115083;485798;99;Pastry store;1,5;-4,4;-6,6
Patisserie Linnick;118815;485191;100;Pastry store;1,5;-4,4;-6,6
Banketbakkerij-Chocolaterie Roetman;114818;486158;100;Pastry store;1,5;-4,4;-6,6
Patisserie Kuijt;121741;486178;108;Pastry store;1,5;-4,4;-6,6
Kwekkeboom Patisserie B.V.;121223;485065;119;Pastry store;1,5;-4,4;-6,6
Kwekkeboom Patisserie B.V.;123663;485509;138;Pastry store;1,5;-4,4;-6,6
Kwekkeboom Patisserie B.V.;124385;490103;144;Pastry store;1,5;-4,4;-6,6
Ge van Avezaath B.V.;119916;485317;147;Pastry store;1,5;-4,4;-6,6
Banketbakkerij Blommestein;121917;484443;153;Pastry store;1,5;-4,4;-6,6
V.O.F. Banketbakkerij Schouten;116821;486319;167;Pastry store;1,5;-4,4;-6,6
Vlaai Company t.h.o.d.n. Multi-Vlaai;123718;485444;247;Pastry store;1,5;-4,4;-6,6
Bodo B.V.;121674;492034;0;Petrol station;0,5;-4,5;-2,25
Tankstation Haris B.V.;117338;488538;0;Petrol station;0,5;-4,5;-2,25
Tankstation Gulf Baarsjes;119229;486763;0;Petrol station;0,5;-4,5;-2,25
BP Cornelis Douwesweg;120109;492082;0;Petrol station;0,5;-4,5;-2,25
Shell Westpoort;115096;489983;0;Petrol station;0,5;-4,5;-2,25
Shell Station Gooiseweg;123600;484518;0;Petrol station;0,5;-4,5;-2,25
Shell Hobbemakade;120808;484742;0;Petrol station;0,5;-4,5;-2,25
